Time[s], LCD Data 0, LCD Data 1, LCD Data 2, LCD Data 3, RS, E, logan_stb
-0.000312749, 0, 0, 0, 0, 0, 0, 0
0.000000000, 0, 0, 0, 0, 0, 0, 1
0.000000500, 1, 0, 1, 1, 0, 0, 1
0.000000844, 1, 0, 1, 1, 0, 1, 1
0.000001344, 1, 0, 1, 1, 0, 0, 1
